 Date,Time,From,Time,To,Fare,Credit,Balance
 30/Jan/2022,18:48 PM,Cultural Centre station (Touch on Transfer),18:53 PM,Elizabeth Street Stop 82 ,0,,19.14
 01/Feb/2022,9:04:00 AM,South Bank busway station Platform 1 ,9:11:00 AM,Queen St Bus Station Southside Arrival Stop ,1.35,,17.79
 01/Feb/2022,14:18 PM,Montague Road - 10 ,14:35 PM,Adelaide St app Hutton L (Stop 28) ,1.35,,16.44
 01/Feb/2022,14:40 PM,Central(Touch on Transfer),14:55 PM,Toowong,0,,16.44
 01/Feb/2022,15:19 PM,Toowong(Touch on Transfer),15:36 PM,Central,0,,16.44
 09/Feb/2022,16:37 PM,King George Square Station 2E ,16:44 PM,South Bank busway station Platform 2 ,1.69,,14.75
 09/Feb/2022,18:11 PM,Queen Street Bus Station - Platform 1g ,18:14 PM,Cultural Centre station ,1.69,,13.06
 16/Feb/2022,19:31 PM,Adelaide St F/S Edward St (Stop 25) ,19:36 PM,Warner St app Ann St (Stop 205) ,1.35,,11.71
 18/Feb/2022,16:35 PM,Central,17:17 PM,Dinmore,3.14,,8.57
 19/Feb/2022,22:47 PM,Southport South,23:21 PM,GCLR Helensvale,1.35,,7.22
 19/Feb/2022,23:22 PM,Helensvale(Touch on Transfer),23:30 PM,Coomera,0.29,,6.93
 26/Feb/2022,9:23:00 AM,Central,10:37:00 AM,Coomera,3.3,,3.63
 10/Mar/2022,7:11:00 AM,Auto top up(Coomera),,,,20,23.63
 10/Mar/2022,7:11:00 AM,Coomera,8:08:00 AM,South Bank,4.13,,19.5
 11/Mar/2022,7:25:00 AM,Coomera,8:33:00 AM,Central,4.13,,15.37
 11/Mar/2022,17:36 PM,Central,18:48 PM,Coomera,4.13,,11.24
 14/Mar/2022,6:39:00 AM,Coomera,7:48:00 AM,Central,4.13,,7.11
 14/Mar/2022,17:08 PM,Adelaide St op Anzac Sq (r) (Stop 36) ,17:18 PM,Mollison Street - 5 ,1.69,,5.42
 14/Mar/2022,17:37 PM,West End Junction - 5 (Touch on Transfer),17:42 PM,Cultural Centre station ,0,,5.42
 14/Mar/2022,17:43 PM,Cultural Centre station (Touch on Transfer),17:47 PM,Queen St Bus Station Southside Arrival Stop ,0,,5.42
 15/Mar/2022,6:50:00 AM,Coomera,7:52:00 AM,South Bank,4.13,,1.29
 16/Mar/2022,18:04 PM,Auto top up(South Bank),,,,20,21.29
 16/Mar/2022,18:04 PM,South Bank,19:02 PM,Coomera,4.13,,17.16
 17/Mar/2022,7:24:00 AM,Coomera,8:33:00 AM,Central,4.13,,13.03
 17/Mar/2022,18:15 PM,South Bank,19:19 PM,Coomera,4.13,,8.9
 18/Mar/2022,7:08:00 AM,Coomera,8:32:00 AM,Central,4.13,,4.77
 19/Mar/2022,20:30 PM,Auto top up(Helensvale),,,,20,24.77
 19/Mar/2022,20:30 PM,Helensvale,20:36 PM,Helensvale(Cancel touch on),0,,24.77
 19/Mar/2022,20:37 PM,GCLR Helensvale,21:18 PM,Cavill Avenue,1.35,,23.42
 19/Mar/2022,23:37 PM,Cavill Avenue,12:21:00 AM,GCLR Helensvale,0.68,,22.74
 21/Mar/2022,6:50:00 AM,Coomera,7:54:00 AM,Central,4.13,,18.61
 21/Mar/2022,17:39 PM,Central,18:16 PM,Murarrie,1.69,,16.92
 22/Mar/2022,7:19:00 AM,Coomera,8:25:00 AM,South Bank,4.13,,12.79
 22/Mar/2022,18:40 PM,Central,19:17 PM,Murarrie,1.69,,11.1
 22/Mar/2022,20:17 PM,Adelaide St op Anzac Sq (r) (Stop 36) (Touch on Transfer),20:29 PM,Mollison Street - 5 ,0,,11.1
 22/Mar/2022,21:10 PM,West End Junction - 5 (Touch on Transfer),21:14 PM,Cultural Centre station ,0,,11.1
 22/Mar/2022,21:18 PM,Cultural Centre station (Touch on Transfer),21:20 PM,Queen St Bus Station Southside Arrival Stop ,0,,11.1
 24/Mar/2022,8:13:00 AM,Coomera,9:39:00 AM,Central,4.13,,6.97
 25/Mar/2022,7:58:00 AM,Coomera,9:02:00 AM,Central,4.13,,2.84
 27/Mar/2022,10:04:00 AM,Auto top up(Queen Street Bus Station - Platform 1h ),,,,20,22.84
 27/Mar/2022,10:04:00 AM,Queen Street Bus Station - Platform 1h ,10:08:00 AM,Cultural Centre station ,1.35,,21.49
 27/Mar/2022,11:17:00 AM,Mollison Street - 5 ,11:27:00 AM,Adelaide St at City Hall (Stop 20) ,1.35,,20.14
 27/Mar/2022,12:33:00 PM,Central,12:53:00 PM,Toowong,0.68,,19.46
 27/Mar/2022,13:25 PM,Toowong(Touch on Transfer),13:38 PM,Central,0,,19.46
 29/Mar/2022,15:32 PM,Queen Street Bus Station - Platform 2a ,15:57 PM,A - Indooroopilly Interchange ,1.69,,17.77
 29/Mar/2022,17:36 PM,B - Indooroopilly Interchange ,18:00 PM,Queen St Bus Station Southside Arrival Stop ,1.69,,16.08
 30/Mar/2022,14:12 PM,King George Square Station 1C ,14:17 PM,Caxton Street - 4 ,1.35,,14.73
 02/Apr/2022,18:38 PM,Central,18:49 PM,Bowen Hills,1.35,,13.38
 02/Apr/2022,20:30 PM,Wooloowin,21:00 PM,Central,1.35,,12.03
 03/Apr/2022,14:00 PM,Adelaide St F/S Edward St (Stop 25) ,14:13 PM,Mark Street - 13 ,1.35,,10.68
 03/Apr/2022,15:40 PM,Bowls Club - 16 ,15:53 PM,Adelaide St op Anzac Sq (r) (Stop 36) ,1.35,,9.33
 09/Apr/2022,11:32:00 AM,Adelaide St at City Hall (Stop 20) ,11:43:00 AM,Skyring Tce ,1.35,,7.98
 12/Apr/2022,9:29:00 AM,Adelaide St opp City Hall (Stop 44) ,9:36:00 AM,West End Junction - 5 ,1.35,,6.63
 12/Apr/2022,10:35:00 AM,West End Junction - 5 (Touch on Transfer),10:42:00 AM,Adelaide St at City Hall (Stop 20) ,0,,6.63
 13/Apr/2022,14:16 PM,Adelaide St opp City Hall (Stop 43) ,14:28 PM,Montague Road - 10 ,1.35,,5.28
 13/Apr/2022,15:33 PM,Montague Road - 10 ,15:46 PM,Adelaide St at City Hall (Stop 20) ,1.69,,3.59
 15/Apr/2022,16:53 PM,Auto top up(Adelaide St opp DJ's (Stop 23) ),,,,20,23.59
 15/Apr/2022,16:53 PM,Adelaide St opp DJ's (Stop 23) ,17:10 PM,Hamilton Central - 20 ,1.35,,22.24
 15/Apr/2022,20:55 PM,Bretts Wharf - 19 ,21:06 PM,Adelaide St - (Stop 32) ,1.35,,20.89
 19/Apr/2022,16:18 PM,Adelaide St opp City Hall (Stop 43) ,16:25 PM,Mollison Street - 5 ,1.69,,19.2
 19/Apr/2022,16:50 PM,West End Junction - 5 (Touch on Transfer),17:02 PM,Adelaide St at City Hall (Stop 20) ,0,,19.2
 24/Apr/2022,11:05:00 AM,Queen Street Bus Station - Platform 1f ,11:15:00 AM,South Bank busway station Platform 2 ,1.35,,17.85
 24/Apr/2022,13:24 PM,West End Junction - 5 ,13:34 PM,Cultural Centre station ,1.35,,16.5
 25/Apr/2022,16:24 PM,Queen Street Bus Station - Platform 1f ,16:27 PM,Cultural Centre station ,1.35,,15.15
 25/Apr/2022,16:53 PM,Cultural Centre station (Touch on Transfer),16:57 PM,Queen St Bus Station Southside Arrival Stop ,0,,15.15
 27/Apr/2022,16:59 PM,King George Square Station 1E ,17:06 PM,'Herston Station' (OB) Platform 2 ,1.69,,13.46
 29/Apr/2022,16:31 PM,Toowong,16:50 PM,Central,1.69,,11.77
 29/Apr/2022,19:15 PM,Adelaide St at City Hall (Stop 20) ,19:22 PM,Warner St app Ann St (Stop 205) ,1.35,,10.42
 30/Apr/2022,13:13 PM,Adelaide St opp City Hall (Stop 44) ,13:21 PM,West End Junction - 5 ,1.35,,9.07
 30/Apr/2022,14:15 PM,West End Junction - 5 (Touch on Transfer),14:24 PM,Adelaide St at City Hall (Stop 20) ,0,,9.07
 06/May/2022,19:42 PM,Central,19:46 PM,Central(Cancel touch on),0,,9.07
 06/May/2022,19:46 PM,Central,19:55 PM,Fortitude Valley,1.35,,7.72
 13/May/2022,11:47:00 AM,Adelaide St opp City Hall (Stop 43) ,11:55:00 AM,Mollison Street - 5 ,1.35,,6.37
 13/May/2022,12:40:00 PM,West End Junction - 5 (Touch on Transfer),12:50:00 PM,Adelaide St at City Hall (Stop 20) ,0,,6.37
 14/May/2022,12:37:00 PM,Queen Street Bus Station - Platform 1h ,12:42:00 PM,Cultural Centre station ,1.35,,5.02
 14/May/2022,14:20 PM,Cultural Centre station ,Unknown,Failed to touch Off,2.5,,2.52
 15/May/2022,17:38 PM,Adelaide St opp City Hall (Stop 43) ,17:47 PM,Mollison Street - 5 ,1.35,,1.17
 15/May/2022,19:14 PM,Auto top up(Mollison Street - 5 ),,,,20,21.17
 15/May/2022,19:14 PM,Mollison Street - 5 ,19:21 PM,Adelaide St at City Hall (Stop 20) ,1.35,,19.82
 16/May/2022,17:47 PM,Queen Street Bus Station - Platform 1i ,17:59 PM,South Bank busway station Platform 2 ,1.69,,18.13
 17/May/2022,15:48 PM,Queen Street Bus Station - Platform 1d ,15:54 PM,Cultural Centre station ,1.69,,16.44
 17/May/2022,18:04 PM,Cultural Centre station ,18:06 PM,Jane Street - 6 ,1.69,,14.75
 17/May/2022,18:18 PM,Mollison Street - 5 (Touch on Transfer),18:26 PM,Adelaide St at City Hall (Stop 20) ,0,,14.75
 18/May/2022,7:29:00 AM,King George Square Station 1C ,7:34:00 AM,Caxton Street - 4 ,1.69,,13.06
 18/May/2022,17:12 PM,Caxton Street ,17:18 PM,King George Square Station 2D ,1.69,,11.37
 19/May/2022,7:42:00 AM,King George Square Station 1C ,7:48:00 AM,Caxton Street - 4 ,1.69,,9.68
 19/May/2022,16:12 PM,Caxton Street ,16:18 PM,King George Square Station 2D ,1.69,,7.99
 31/May/2022,12:14:00 PM,Adelaide St opp City Hall (Stop 44) ,12:25:00 PM,West End Junction - 5 ,1.35,,6.64
 31/May/2022,15:29 PM,Mollison Street - 5 ,15:36 PM,Adelaide St at City Hall (Stop 20) ,1.35,,5.29
 01/Jun/2022,7:37:00 AM,King George Square Station 1C ,7:41:00 AM,Caxton Street - 4 ,1.69,,3.6
 03/Jun/2022,7:53:00 AM,Auto top up(King George Square Station 1C ),,,,20,23.6
 03/Jun/2022,7:53:00 AM,King George Square Station 1C ,7:59:00 AM,Caxton Street - 4 ,1.69,,21.91
 06/Jun/2022,13:00 PM,Central,13:46 PM,Doomben,1.35,,20.56
 06/Jun/2022,15:44 PM,Coomera,17:02 PM,Central,0,,16.43
 08/Jun/2022,7:36:00 AM,King George Square Station 1C ,7:41:00 AM,Caxton Street - 4 ,1.69,,14.74
 09/Jun/2022,7:39:00 AM,King George Square Station 1C ,7:46:00 AM,Caxton Street - 4 ,1.69,,13.05
 10/Jun/2022,7:38:00 AM,King George Square Station 1C ,7:44:00 AM,Caxton Street - 4 ,1.69,,11.36
 11/Jun/2022,10:27:00 AM,Adelaide St opp City Hall (Stop 43) ,10:47:00 AM,Montague Road - 10 ,1.35,,10.01
 11/Jun/2022,11:45:00 AM,Donkin Street - 7 (Touch on Transfer),11:52:00 AM,Cultural Centre station ,0,,10.01
 11/Jun/2022,12:42:00 PM,Cultural Centre station (Touch on Transfer),12:47:00 PM,Mollison Street - 5 ,0,,10.01
 11/Jun/2022,13:46 PM,Mollison Street - 5 (Touch on Transfer),13:50 PM,Cultural Centre station ,0,,10.01
 11/Jun/2022,13:57 PM,South Brisbane,15:01 PM,Coomera,3.3,,6.71
 13/Jun/2022,13:58 PM,King George Square Station 2D ,14:12 PM,Lewis Street - 11/12 ,1.35,,5.36
 13/Jun/2022,15:24 PM,Lewis Street - 11 ,15:39 PM,King George Square Station 1C ,1.35,,4.01
 14/Jun/2022,9:28:00 AM,Auto top up(Adelaide St opp City Hall (Stop 44) ),,,,20,24.01
 14/Jun/2022,9:28:00 AM,Adelaide St opp City Hall (Stop 44) ,9:36:00 AM,West End Junction - 5 ,1.35,,22.66
 14/Jun/2022,10:28:00 AM,Cultural Centre station (Touch on Transfer),10:44:00 AM,Upper Mt Gravatt station ,0.29,,22.37
 14/Jun/2022,13:33 PM,Upper Mt Gravatt station ,13:52 PM,Elizabeth Street Stop 82 ,1.64,,20.73
 15/Jun/2022,7:44:00 AM,King George Square Station 1C ,7:51:00 AM,Caxton Street - 4 ,1.69,,19.04
 16/Jun/2022,7:40:00 AM,King George Square Station 1C ,7:47:00 AM,Caxton Street - 4 ,1.69,,17.35
 17/Jun/2022,7:40:00 AM,King George Square Station 1C ,7:46:00 AM,Caxton Street - 4 ,1.69,,15.66
 19/Jun/2022,17:46 PM,King George Square Station 2F ,17:54 PM,South Bank busway station Platform 2 ,1.35,,14.31
 19/Jun/2022,19:00 PM,South Bank busway station Platform 1 ,19:07 PM,Queen St Bus Station Southside Arrival Stop ,0.68,,13.63
 20/Jun/2022,15:41 PM,Adelaide St opp City Hall (Stop 43) ,15:54 PM,Montague Road - 10 ,1.69,,11.94
 20/Jun/2022,16:16 PM,Montague Road - 10 (Touch on Transfer),16:21 PM,Mollison Street - 5 ,0,,11.94
 20/Jun/2022,16:26 PM,West End Junction - 5 (Touch on Transfer),16:35 PM,Adelaide St at City Hall (Stop 20) ,0,,11.94
 22/Jun/2022,1:27:00 PM,Central,13:27 PM,Springfield Central,2.51,,9.43
 22/Jun/2022,16:51 PM,Springfield Central,17:53 PM,Central,3.14,,6.29
 23/Jun/2022,7:48:00 AM,King George Square Station 1C ,7:52:00 AM,Caxton Street - 4 ,1.69,,4.6
 27/Jun/2022,11:56:00 AM,Auto top up(Adelaide St opp City Hall (Stop 43) ),,,,20,24.6
 27/Jun/2022,11:56:00 AM,Adelaide St opp City Hall (Stop 43) ,12:06:00 PM,State High - 8 ,1.35,,23.25
 27/Jun/2022,14:07 PM,Cultural Centre station ,14:10 PM,Adelaide St adj City Hall (Stop 19) ,1.35,,21.9
 29/Jun/2022,7:38:00 AM,King George Square Station 1C ,7:44:00 AM,Caxton Street - 4 ,1.69,,20.21
 29/Jun/2022,17:02 PM,Caxton Street ,17:08 PM,King George Square Station 2D ,1.69,,18.52
 30/Jun/2022,7:39:00 AM,King George Square Station 1C ,7:46:00 AM,Caxton Street - 4 ,1.69,,16.83
 01/Jul/2022,7:38:00 AM,King George Square Station 1C ,7:44:00 AM,Caxton Street - 4 ,1.69,,15.14
 05/Jul/2022,10:42:00 AM,Nundah,11:04:00 AM,Central,1.38,,13.76
 09/Jul/2022,10:48:00 AM,King George Square Station 1C ,10:52:00 AM,Caxton Street - 4 ,1.38,,12.38
 09/Jul/2022,11:36:00 AM,'Paddington Central' Latrobe Terrace - 10 (Touch on Transfer),11:47:00 AM,King George Square Station 2D ,0,,12.38
 13/Jul/2022,9:28:00 AM,King George Square Station 2D ,9:44:00 AM,Lewis Street - 11/12 ,1.38,,11
 13/Jul/2022,11:51:00 AM,Park Road,13:02 PM,Coomera,3.39,,7.61
 13/Jul/2022,13:07 PM,Coomera station  stop A (Touch on Transfer),13:21 PM,Rose Valley Dr at Lysterfield Rise ,0,,7.61
 14/Jul/2022,16:09 PM,Coomera,17:22 PM,South Bank,4.24,,3.37
 14/Jul/2022,17:26 PM,Auto top up(South Bank busway station Platform 2 ),,,,20,23.37
 14/Jul/2022,17:26 PM,South Bank busway station Platform 2 (Touch on Transfer),17:32 PM,Lewis Street - 11/12 ,0,,23.37
 15/Jul/2022,8:27:00 AM,King George Square Station 2D ,8:42:00 AM,Lewis Street - 11/12 ,1.73,,21.64
 15/Jul/2022,15:12 PM,Lewis Street - 11 ,15:26 PM,King George Square Station 1C ,1.38,,20.26
 18/Jul/2022,9:44:00 AM,Lewis Street - 11 ,9:57:00 AM,Roma St Bus Station Platform 1 ,1.38,,18.88
 18/Jul/2022,10:07:00 AM,Roma St Bus Station Platform 2 (Touch on Transfer),10:21:00 AM,Lewis Street - 11/12 ,0,,18.88
 18/Jul/2022,13:42 PM,Lewis Street - 11 ,13:54 PM,King George Square Station 1C ,1.38,,17.5
 18/Jul/2022,14:53 PM,King George Square Station 2D (Touch on Transfer),15:05 PM,Lewis Street - 11/12 ,0,,17.5
 20/Jul/2022,7:22:00 AM,Lewis Street - 11 ,7:43:00 AM,Caxton Street - 4 ,1.73,,15.77
 20/Jul/2022,16:19 PM,Caxton Street ,16:41 PM,Lewis Street - 11/12 ,1.73,,14.04
 02/Jan/2022,11:53:00 AM,Morris Street - 10 ,12:05:00 PM,Adelaide St at City Hall (Stop 20) ,1.35,,3.76
 03/Jan/2022,10:30:00 AM,Auto top up(Mollison Street - 5 ),,,,20,23.76
 03/Jan/2022,10:30:00 AM,Mollison Street - 5 ,10:36:00 AM,West End Ferry - 15 ,1.35,,22.41
 03/Jan/2022,10:38:00 AM,West End ferry terminal (Touch on Transfer),11:39:00 AM,New Farm Park ferry terminal ,0,,22.41
 03/Jan/2022,13:09 PM,Bowls Club - 16 ,13:31 PM,Cultural Centre station ,1.35,,21.06
 04/Jan/2022,7:12:00 AM,South Bank busway station Platform 1 ,7:18:00 AM,King George Square Station 1C ,1.69,,19.37
 05/Jan/2022,8:29:00 AM,South Bank busway station Platform 1 ,8:42:00 AM,'QUT Kelvin Grove' Station (OB) - Platform 2 ,1.69,,17.68
 05/Jan/2022,10:01:00 AM,'QUT Kelvin Grove' Station (IB) - Platform 1 ,10:13:00 AM,South Bank busway station Platform 2 ,1.35,,16.33
 05/Jan/2022,11:49:00 AM,South Bank busway station Platform 1 ,11:55:00 AM,King George Square Station 1E ,1.35,,14.98
 05/Jan/2022,17:42 PM,King George Square Station 2E ,17:50 PM,South Bank busway station Platform 2 ,1.69,,13.29
 06/Jan/2022,8:30:00 AM,South Bank busway station Platform 1 ,8:37:00 AM,King George Square Station 1E ,1.35,,11.94
 06/Jan/2022,17:38 PM,King George Square Station 2D ,17:50 PM,South Bank busway station Platform 2 ,0.85,,11.09
 06/Jan/2022,19:04 PM,South Bank busway station Platform 1 ,19:10 PM,Queen St Bus Station Southside Arrival Stop ,0.68,,10.41
 07/Jan/2022,8:36:00 AM,South Bank busway station Platform 1 ,8:43:00 AM,King George Square Station 1F ,0.68,,9.73
 07/Jan/2022,18:40 PM,South Bank busway station Platform 1 ,18:46 PM,Queen St Bus Station Southside Arrival Stop ,0.85,,8.88
 08/Jan/2022,11:58:00 AM,James Street - 6 ,12:05:00 PM,Adelaide St opp City Hall (Stop 43) ,0.68,,8.2
 08/Jan/2022,14:53 PM,Queen Street Bus Station - Platform 1f ,15:00 PM,South Bank busway station Platform 2 ,0.68,,7.52
 10/Jan/2022,8:02:00 AM,South Bank busway station Platform 1 ,8:09:00 AM,King George Square Station 1C ,1.69,,5.83
 10/Jan/2022,17:15 PM,King George Square Station 2D ,17:25 PM,South Bank busway station Platform 2 ,1.69,,4.14
 11/Jan/2022,8:00:00 AM,Auto top up(South Bank busway station Platform 1 ),,,,20,24.14
 11/Jan/2022,8:00:00 AM,South Bank busway station Platform 1 ,8:12:00 AM,King George Square Station 1C ,1.69,,22.45
 11/Jan/2022,17:08 PM,King George Square Station 2E ,17:17 PM,South Bank busway station Platform 2 ,1.69,,20.76
 12/Jan/2022,8:02:00 AM,South Bank busway station Platform 1 ,8:09:00 AM,King George Square Station 1F ,1.69,,19.07
 12/Jan/2022,17:11 PM,King George Square Station 2D ,17:18 PM,South Bank busway station Platform 2 ,1.69,,17.38
 12/Jan/2022,18:16 PM,South Bank busway station Platform 1 (Touch on Transfer),18:19 PM,Cultural Centre station ,0,,17.38
 12/Jan/2022,18:21 PM,Cultural Centre station (Touch on Transfer),18:25 PM,Mollison Street - 5 ,0,,17.38
 12/Jan/2022,18:40 PM,Mollison Street - 5 (Touch on Transfer),18:44 PM,Cultural Centre station ,0,,17.38
 12/Jan/2022,18:46 PM,Cultural Centre station ,18:48 PM,South Bank busway station Platform 2 ,1.69,,15.69
 13/Jan/2022,14:40 PM,South Bank busway station Platform 1 ,14:47 PM,Queen St Bus Station Southside Arrival Stop ,1.35,,14.34
 13/Jan/2022,15:47 PM,Queen Street Bus Station - Platform 1i (Touch on Transfer),15:56 PM,South Bank busway station Platform 2 ,0,,14.34
 14/Jan/2022,8:07:00 AM,South Bank busway station Platform 1 ,8:14:00 AM,King George Square Station 1F ,0.85,,13.49
 14/Jan/2022,17:49 PM,Queen Street Bus Station - Platform 1i ,17:56 PM,South Bank busway station Platform 2 ,0.85,,12.64
 17/Jan/2022,7:07:00 AM,Mater Hill station Platform 1 ,7:12:00 AM,King George Square Station 1E ,1.69,,10.95
 17/Jan/2022,17:12 PM,Central,17:45 PM,Murarrie,1.69,,9.26
 18/Jan/2022,7:06:00 AM,South Bank busway station Platform 1 ,7:13:00 AM,King George Square Station 1E ,1.69,,7.57
 18/Jan/2022,16:26 PM,Queen Street Bus Station - Platform 1f ,16:32 PM,South Bank busway station Platform 2 ,1.69,,5.88
 19/Jan/2022,7:10:00 AM,South Bank,7:24:00 AM,Central,1.69,,4.19
 19/Jan/2022,16:10 PM,Auto top up(Adelaide St op Anzac Sq (r) (Stop 36) ),,,,20,24.19
 19/Jan/2022,16:10 PM,Adelaide St op Anzac Sq (r) (Stop 36) ,16:21 PM,West End Junction - 5 ,1.69,,22.5
 19/Jan/2022,16:30 PM,West End Junction - 5 (Touch on Transfer),16:34 PM,Cultural Centre station ,0,,22.5
 19/Jan/2022,16:37 PM,Cultural Centre station (Touch on Transfer),16:39 PM,South Bank busway station Platform 2 ,0,,22.5
 20/Jan/2022,7:08:00 AM,South Bank busway station Platform 1 ,7:14:00 AM,King George Square Station 1E ,1.69,,20.81
 20/Jan/2022,16:08 PM,King George Square Station 2E ,16:14 PM,South Bank busway station Platform 2 ,1.69,,19.12
 20/Jan/2022,17:05 PM,South Bank busway station Platform 1 (Touch on Transfer),17:09 PM,Cultural Centre station ,0,,19.12
 20/Jan/2022,17:12 PM,Cultural Centre station (Touch on Transfer),17:26 PM,Barker Street - 9 ,0,,19.12
 20/Jan/2022,18:09 PM,Fortitude Valley(Touch on Transfer),18:23 PM,South Bank,0,,19.12
